,station_code,capacity,station_name,latitude,longitude
371,11040,36.0,Temple - Jean-Pierre Timbaud,48.86446597201,2.3660597205162
372,11041,43.0,Square Saint-Ambroise,48.860934,2.375841
373,11042,49.0,Grand Prieuré - Crussol,48.864660627935,2.3692265531829
374,11043,21.0,Place Pasdeloup,48.862654215631,2.3670325062844
375,11044,20.0,Square du Bataclan,48.8633762,2.3711327
376,11046,19.0,Place de la République - Voltaire,48.866830968942,2.3654810339212
377,11047,30.0,Amelot - Saint-Sébastien,48.861142162761,2.3677996181077
378,11048,42.0,Place Mireille Havet,48.850533,2.383756
379,11101,49.0,Charles Delescluze,48.85242200848887,2.380632497370243
380,11102,74.0,Alexandre Dumas - Voltaire,48.852888670365,2.3891476408096
381,11103,38.0,Pelée - Alphonse Baudin,48.8600265,2.3710541
382,11104,20.0,Charonne - Robert et Sonia Delaunay,48.855907555969,2.3925706744194
383,11105,50.0,Parmentier - République,48.8644954,2.3750124
384,11107,44.0,Faidherbe - Dahomey,48.851358329771806,2.383823134795429
385,11109,23.0,Pierre Levée - Fontaine Timbaud,48.86632723374305,2.37111635506153
386,11110,52.0,Roquette - Folie Regnault,48.859246959155485,2.386553623578705
387,11111,38.0,Léon Frot - Charonne,48.854963800335,2.387217085372
388,11112,23.0,Jules Vallès - Charonne,48.854284379935,2.3847674578428
389,11113,56.0,Richard Lenoir - Republique,48.8667175,2.3692541
390,11114,32.0,Ledru-Rollin - Charonne,48.85345855607243,2.3772463581947094
391,11115,24.0,Montreuil - Gonnet,48.850500564921,2.3890856287864
392,11201,16.0,Faubourg St-Antoine - Place de la Nation,48.8487726,2.393606
393,12001,61.0,Bastille - Biscornet,48.851355779579,2.369220033288
394,12002,16.0,Lacuée - Lyon,48.849268481958,2.3704585433006
395,12005,42.0,Crozatier - Faubourg Saint-Antoine,48.850440013405,2.378901366211
396,12007,45.0,Gare de Lyon - Chalon,48.845666194202,2.3741452395916
397,12008,54.0,Hector Malot - Daumesnil,48.84693552991762,2.377087622880936
398,12009,18.0,Charenton - Diderot,48.846171461187,2.3793068155646
399,12010,42.0,Daumesnil - Picpus,48.8374688,2.401765
400,12011,35.0,Charenton - Place du Col Bourgoin,48.844867319554,2.3825789350545
401,12013,15.0,Montgallet - Reuilly,48.844291,2.3896481
402,12015,36.0,Place de la Nation - Picpus,48.846821681548,2.4001130461693
403,12016,35.0,Saint-Mande - Picpus,48.845127728278,2.4015686296482
404,12017,53.0,Saint-Mandé - Docteur Arnold Netter,48.84462585769668,2.404946386814118
405,12018,34.0,Saint-Mandé - Fabre d'Eglantine,48.8453579,2.3965022
406,12019,28.0,Gare de Reuilly - Picpus,48.84267354116789,2.397294379770756
407,12020,45.0,Cours de Vincennes - Soult,48.846918761569,2.4105220288038
408,12022,47.0,Sahel - Général Michel Bizot,48.84087296479336,2.4044444784522057
409,12024,35.0,Gare de Bercy,48.839794573906,2.3826066032052
410,12026,51.0,Place Ginette Hamelin,48.837853,2.382064
411,12027,16.0,Montgallet - Charenton,48.842647778701,2.3861649278137
412,12028,27.0,Vivaldi - Antoine-Julien Hénard,48.84192366327655,2.389728979467376
413,12031,36.0,Gabriel Lamé,48.8351212784276,2.385534569621086
414,12032,36.0,Porte Dorée,48.8354337,2.4077132
415,12033,66.0,François Truffaut - Saint Emilion,48.83372354344807,2.386601903271428
416,12034,49.0,Pirogues de Bercy - Libourne,48.832308,2.38637
417,12035,46.0,Madagascar - Meuniers,48.83460464474706,2.3970650508999825
418,12036,42.0,Reuilly - Place Felix Eboue,48.84030274499962,2.394630398715453
419,12037,36.0,Reuilly - Daumesnil,48.8395385,2.3972516
420,12038,58.0,Picpus - Louis Braille,48.839988788912,2.4005256685521
421,12039,50.0,Général Michel Bizot - Claude Decaen,48.834812629825,2.4009277881277
422,12040,67.0,Porte de Charenton,48.831240105856,2.3989107459784
423,12041,60.0,Bois de Vincennes.,48.8338064,2.4132221
424,12043,41.0,Daumesnil - Hébrard,48.8429,2.38474
425,12101,26.0,Charenton - Prague,48.848175129981,2.3763584494312
426,12102,30.0,Bercy - Traversiére,48.846192642574,2.3703800886869
427,12105,66.0,Bercy - Villot,48.841795009027,2.3767850184816
428,12106,68.0,Gare de Lyon - Roland Barthes,48.84395729494058,2.3790882155299187
429,12107,21.0,Diderot - Pierre Bourdan,48.847648620797,2.3902582749724
430,12108,66.0,Bercy.,48.839966914994,2.3788625746965
431,12109,30.0,Mairie du 12ème,48.840855311763,2.3875549435616
432,12111,45.0,Claude Decaen - Cannebière,48.83761417037952,2.397253782195704
433,12113,46.0,Cardinal Lavigerie,48.83293419369984,2.402636749399156
434,12114,28.0,Victor Hugo - Jeanne Jugan,48.84394906403183,2.415081394834419
435,12115,33.0,Porte de Vincennes,48.846454,2.415514
436,12119,50.0,Dom-Pérignon - Gravelle,48.825481574435,2.409880310297
437,12120,50.0,Lac Daumesnil - Saint-Maurice,48.82774555743318,2.418365478515625
438,12122,51.0,Bois de Vincennes - Polygone,48.83544491617421,2.431421081436563
439,12123,51.0,Château de Vincennes,48.84423193255657,2.439209537709179
440,12125,50.0,Pyramide - Parc Floral,48.837442,2.440452
441,12126,51.0,Gravelle - Route du Bac,48.824407,2.418455
442,12127,96.0,Tremblay - Lac des Minimes,48.834131261494,2.4547516554594
443,12128,33.0,Pyramide - Ecole du Breuil ,48.82237977153955,2.4586871266365056
444,12129,35.0,Bois de Vincennes - Porte Jaune,48.838751246689455,2.4605489149689674
445,12150,27.0,Bastille - Quai de la Rapée,48.84682410855,2.3669364675879
446,12151,60.0,Gare de Lyon - Place Louis Armand,48.845515089794,2.3726498446286
447,12153,55.0,Terroirs de France - Lheureux,48.83212027074841,2.388618104159832
448,12154,39.0,Square Georges Melies,48.84070239213081,2.409667745232582
449,12155,43.0,Rottembourg - Général Michel Bizot,48.83787825992554,2.4044052511453637
450,12156,24.0,Niger - Soult,48.84369906369085,2.410361237220498
451,12157,68.0,Fabre d'Eglantine - Place de la Nation,48.8471116,2.3956204
452,12161,44.0,Diderot - Reuilly,48.847208456061,2.3861273378134
453,12163,42.0,Hippodrome Paris-Vincennes,48.82048387758518,2.446271181106568
454,12164,26.0,Stade Pershing,48.829107826857,2.4583535268903
455,12165,35.0,Champs de Manoeuvre - Cartoucherie,48.835261,2.447974
456,12166,25.0,Parc Floral du Bel Air,48.839285711865735,2.438560165464878
457,12201,53.0,Dugommier,48.838811048815,2.3896577954292
458,12202,40.0,Charenton - Wattignies,48.836919119234,2.3916775206425
459,12203,44.0,Nicolaï - Charenton,48.835478791995,2.392894725661
460,12204,34.0,Prague - Théophile Roussel,48.850330563516,2.3758223011125
461,13001,18.0,Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607
462,13002,27.0,Arago - Glacière,48.83486054775774,2.3445770524322067
463,13005,60.0,Cordelières - Arago,48.83548071896613,2.348572461702221
464,13006,40.0,Duméril - Jeanne d'Arc,48.838151608087,2.3571084495564
465,13007,48.0,Le Brun - Gobelins,48.835092787824,2.3534681351338
466,13008,52.0,Place d'Italie - Soeur Rosalie,48.831908520394,2.3546943448098
467,13009,26.0,Auguste Blanqui - Corvisart,48.8300989,2.3502726
468,13010,40.0,Place d'Italie - Vincent Auriol,48.831481874467,2.3567550292319
469,13011,11.0,Hôpital - Campo-Formio,48.835405,2.358218
470,13013,21.0,Saint-Marcel - Hôpital,48.839504424583,2.3609894170229
471,13015,35.0,Chevaleret - Louise Weiss,48.832586513351,2.37121138812
472,13016,34.0,Primo Levi - Frigos,48.83094844846017,2.37965351592796
473,13017,33.0,Nationale - Vincent Auriol,48.83252708397293,2.362354410392119
474,13018,25.0,Bruant - Vincent Auriol,48.834848452929,2.3668264996271
475,13019,36.0,Fernand Braudel - Vincent Auriol ,48.83637852318147,2.3723404482007027
476,13020,43.0,Paul Klee - Place Augusta Holmes,48.838946417408025,2.3704235663952966
477,13022,33.0,Butte aux Cailles - Esperance,48.82758774190948,2.3492151126265526
478,13023,28.0,Bobillot - Moulin des Prés,48.828657346203,2.353020646317
479,13024,32.0,Bobillot - Tolbiac,48.8255961335041,2.350204177200794
480,13026,35.0,Place Jean Delay,48.823316,2.354336
481,13027,15.0,Mazagran - Pierre de Coubertin,48.816218640260445,2.344226874411106
482,13028,33.0,Gouthière - Poterne des Peupliers,48.820507,2.351342
483,13030,21.0,Italie - Tolbiac,48.82557229464416,2.357617132365704
484,13032,26.0,Italie - Jardin Joan Miro,48.81990914045756,2.35929485410452
485,13033,13.0,Porte d'Italie,48.81716198771896,2.360236309468746
486,13035,20.0,Choisy - Tolbiac,48.82591155587,2.3602393269539
487,13036,36.0,Olympiades,48.826764665199,2.3650860786438
488,13037,20.0,Ivry - Baudricourt,48.824695995415006,2.363106073577468
489,13039,18.0,Ivry - Simone Weil,48.82328393203076,2.3659095168113717
490,13041,50.0,Porte d'Ivry,48.821768747596,2.3688706755638
491,13043,51.0,Dunois - Clisson,48.832294,2.3674523
492,13044,36.0,Place Jeanne d'Arc,48.829575,2.369126
493,13045,36.0,Jean Colly - Tolbiac,48.827817291597846,2.3705490678548813
494,13046,44.0,Eugène Oudiné - Dessous Des Berges,48.8256423,2.3750226
495,13047,49.0,Boutroux - Porte de Vitry,48.822632,2.377738
496,13048,28.0,Wurtz - Tolbiac,48.82631195621,2.344585955143
497,13049,22.0,Vincent Auriol - Louise Weiss,48.834001935501,2.3703888058662
498,13050,58.0,Quai Panhard et Levassor,48.828374828097,2.3842737458056
499,13051,37.0,Halle Freyssinet - Parvis Alan Turing,48.832846814471,2.3711421713233
500,13052,44.0,Leredde - Tolbiac,48.82887629664,2.3744382709265
501,13053,35.0,Chevaleret - Tolbiac,48.82941,2.375934
502,13054,78.0,Pau Casals - Neuve Tolbiac,48.8311602,2.3774395
503,13055,74.0,M.- A. Lagroua Weill-Hallé -  F. Dolto,48.82859528385743,2.380220606266108
504,13101,34.0,Croulebarde - Corvisart,48.830981659316855,2.3481646925210957
505,13102,50.0,Pitié-Salpêtrière,48.83748810318667,2.365213818848133
506,13103,50.0,Hôpital Pitié Salpêtrière,48.8377016,2.3604946
507,13104,27.0,Gare d'Austerlitz - Quai Saint-Bernard,48.84369030864,2.3657163977623
508,13106,23.0,Bobillot - Paulin Mery,48.829899841747,2.3543356766749
509,13109,21.0,Brillat-Savarin - Küss,48.822203,2.350422
510,13110,22.0,Moulin de la Pointe,48.82092946051445,2.3563179373741145
511,13113,33.0,Vistule - Choisy,48.82365543660611,2.3615723848342896
512,13114,23.0,Nationale - Marcel Duchamp,48.82463749337136,2.3678014799952507
513,13116,50.0,Place du Docteur Yersin,48.82010494991975,2.3725583776831627
514,13117,40.0,Stade Georges Carpentier,48.820482438381,2.3668321967125
515,13118,63.0,Regnault - Patay,48.82435782216384,2.377065159380436
516,13120,19.0,Pierre Joseph Desault,48.82110230800372,2.378775402903557
517,13121,46.0,Bruneseau - Quai d'Ivry,48.824945637583,2.3885661363602
518,13123,84.0,BNF - Bibliothèque Nationale de France,48.8350268238,2.3760157451034
519,13125,75.0,Gare d'Austerlitz - Pont Charles de Gaulle,48.842319830109,2.3670300096273
520,13126,18.0,Place Nationale - Château-des-Rentiers,48.829268,2.365212
521,13128,30.0,Quai de la Gare - Pont de Bercy,48.83730787972,2.3740861260598
522,13202,29.0,Place Farhat Hached,48.825487045602,2.3816306985827
523,13203,24.0,Square de Choisy - Eastman,48.828543456283,2.3583075090494
524,13204,41.0,Tolbiac - Boussingault,48.826177754027,2.3420378552202
525,13205,24.0,Choisy - Pointe d'Ivry,48.822154170359,2.3633708034878
526,13206,50.0,Barrault - Place de Rungis,48.822658791556,2.3467585146383
527,13515,60.0,Auguste Blanqui - Glacière,48.831151602964,2.343822196126
528,13516,40.0,Glacière - Soeur Catherine Marie,48.8295229894206,2.343570403754711
529,14001,27.0,Edgar Quinet - Gaité,48.841160928966,2.324595451355
530,14002,46.0,Edgar Quinet - Raspail,48.83940266673835,2.32971478253603
531,14003,50.0,Schoelcher - Raspail,48.83681733526843,2.3312794080411474
532,14004,23.0,Port Royal - Hôpital Cochin,48.838608030238,2.3406994164846
533,14005,36.0,René Coty - Place Denfert-Rochereau,48.833056477316,2.3329411447048
534,14006,23.0,Saint-Jacques - Tombe Issoire,48.833206330538864,2.33691081404686
535,14007,34.0,Ferrus - Saint-Jacques,48.8313878,2.3408563
536,14008,28.0,Mouton Duvernet - Général Leclerc,48.831632518293,2.3293121159077
537,14009,36.0,Tombe Issoire - René Coty,48.830512876709,2.3343613743782
538,14010,41.0,Jean Moulin - Place Victor et Hélène Basch,48.82764910241,2.3261967301369
539,14011,39.0,Place des Droits de l'Enfant,48.8274804,2.3319217
540,14012,37.0,Sibelle - Alésia,48.826701758539215,2.3384983465075493
541,14013,28.0,Liard - Amiral Mouchez,48.8214169,2.342167
542,14014,60.0,Jourdan - Stade Charléty,48.819428333369,2.3433353751898
543,14016,55.0,René Coty - Parc Montsouris,48.82479134498032,2.336124926805496
544,14018,48.0,Porte d'Orléans,48.8227639,2.3249313
545,14019,22.0,Sarrette - Général Leclerc,48.825030852925,2.3264128693982
546,14020,58.0,Cimetière de Montrouge,48.821466904768,2.3215785772007
547,14021,59.0,Place de la Porte de Châtillon,48.8242469,2.3186306
548,14022,35.0,Didot - Mariniers,48.82650543613106,2.313136198271666
549,14023,52.0,Adolphe Pinard - Victor Hugo,48.8236825874564,2.3077843710780144
550,14025,30.0,Jacquier - Didot,48.82953336292279,2.318179272115231
551,14026,45.0,Plantes - Moulin Vert,48.83005755305626,2.3232302069664006
552,14027,54.0,Gergovie - Alésia,48.83088717455243,2.318882101207347
553,14030,32.0,Pernety - Raymond Losserand,48.834254627953,2.317609339387
554,14031,22.0,Didot - Place de Moro-Giafferi,48.8337,2.3215
555,14032,32.0,Mairie du 14ème,48.83254578123,2.3254923149943
556,14034,23.0,Ouest - Château ,48.83617286014242,2.319392143923804
557,14035,50.0,Maine - Jean Zay,48.837925263898,2.3225428909063
558,14036,45.0,Boulard - Daguerre,48.83446472680611,2.3293386027216907
559,14101,30.0,Gare Montparnasse - Edgar Quinet,48.841487851079,2.3233232282801
560,14103,27.0,Maine - Liancourt,48.835064363954,2.323731449974
561,14104,23.0,Boyer-Barret - Raymond Losserand,48.83329880233322,2.3173383995890617
562,14106,21.0,Marc Sangnier - Porte de Vanves,48.825218683556734,2.3107116669416428
563,14108,21.0,Le Brix et Mesmin - Jourdan,48.82234096593411,2.327861653302471
564,14110,25.0,Abbé Carton - Plantes,48.827673823166,2.3209181427956
565,14111,25.0,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796
566,14112,16.0,Méchain - Faubourg Saint-Jacques,48.83586772099485,2.33798034198275
567,14113,38.0,Santé - Arago,48.83507657562064,2.3415737262044938
568,14116,25.0,Romain Rolland,48.820215229662765,2.3234144234418346
569,14117,41.0,Gare Montparnasse - René Mouchotte,48.839203843292,2.3208839446306
570,14122,19.0,Colonel Monteil - Brune,48.82650293311,2.3092747998272
571,14124,22.0,David Weill - Parc Montsouris,48.8210923742561,2.333725690841675
572,14125,24.0,Dareau - Broussais,48.8307758,2.3361804
573,14127,39.0,Odessa - Départ,48.842885590081,2.3244281485677
574,14128,29.0,Gergovie - Vercingétorix,48.83453413883994,2.313154547426182
575,14130,30.0,Jonquoy - Didot,48.82890454823947,2.31648076325655
576,14131,30.0,Jourdan - Monticelli,48.822032,2.329095
577,14132,30.0,Bézout - Général Leclerc,48.82884804502439,2.3285973072052
578,14133,35.0,Froidevaux - Boulard,48.835147319625,2.3294411972165
579,14135,39.0,Jourdan - Cité Universitaire,48.81989734315668,2.339700796412437
580,14136,40.0,Auguste Cain - Jean Moulin,48.82577028927573,2.321041524410248
581,14137,30.0,Maurice d'Ocagne - General Maudhuy,48.82414282524159,2.3158789426088333
582,14138,32.0,Porte de Vanves,48.828012849445,2.3056878894567
583,14139,30.0,Pierre Larousse - Raymond Losserand,48.83059564231877,2.3119183257222176
584,14201,30.0,Decrès - Alésia,48.832200060759,2.3139070151575
585,15001,43.0,Gare Montparnasse - Arrivée,48.843827994315,2.3225811123848
586,15002,17.0,Maine - Antoine Bourdelle,48.84308531746595,2.320263946784738
587,15003,66.0,Gare Montparnasse - Vaugirard,48.8418071798797,2.31951002690117
588,15004,21.0,Vaugirard - Pasteur,48.84040868803496,2.315436713397504
589,15005,43.0,Place Jacques et Thérèse Tréfouël,48.842726498317,2.3125657439232
590,15006,38.0,Cherche-Midi - Hôpital Necker,48.84461063309956,2.317914068698883
591,15008,62.0,Sèvres - Lecourbe,48.8447677,2.3110086
592,15009,46.0,Suffren - Pérignon,48.84717561492764,2.307052147596786
593,15010,59.0,Square Cambronne,48.84756654526,2.3025691509247
594,15011,62.0,Cambronne - Villa Croix Nivert,48.845847561366,2.3017574474216
595,15012,67.0,Cambronne - Mademoiselle,48.843277330035214,2.30230766886348
596,15013,31.0,Volontaires - Lecourbe,48.84351378799,2.3065522313118
597,15014,34.0,Volontaires - Vaugirard,48.84132050184004,2.30808901725357
598,15017,23.0,Place Falguière,48.83629973941847,2.3104464635252957
599,15018,56.0,Dutot - Place Alleray,48.836826091766,2.3071701095578
600,15019,37.0,Paul Barruel - Vaugirard,48.84014918546239,2.3044332861900334
601,15020,46.0,Mairie du 15ème,48.8417762,2.2986539
602,15021,64.0,Joseph Liouville - Croix Nivert,48.844835471244416,2.297508493065834
603,15022,43.0,Emile Zola - Fondary,48.84705114311375,2.295340597629548
604,15023,34.0,La Motte-Picquet - Grenelle,48.84858321339195,2.299347817897797
605,15024,23.0,Suffren - La Motte-Piquet,48.850881230919,2.3012199997902
606,15025,47.0,Dupleix - du Guesclin,48.85147910413369,2.296709530055523
607,15026,31.0,Bir Hakeim,48.853844054334,2.289705348222
608,15027,20.0,Duhamel - André Gide,48.8365662244334,2.312707121097412
609,15028,71.0,Grenelle - Dr Finlay,48.851315406715976,2.291950285434724
610,15029,51.0,Emeriau - Place de Brazzaville,48.85078526167496,2.2871585190296173
611,15030,75.0,Emeriau - Beaugrenelle,48.84791249714942,2.2843059897422795
612,15031,53.0,Théâtre - Lourmel,48.8482070397636,2.2898658737540245
613,15032,58.0,Félix Faure - Lourmel,48.83868901709515,2.2818081825971603
614,15033,46.0,Place Violet,48.844878938365,2.2905756533146
615,15034,52.0,Lakanal - Commerce,48.84442462786544,2.294059172272682
616,15035,43.0,Place Etienne Pernet,48.84243457133779,2.2921819612383847
617,15038,63.0,Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718358
618,15039,27.0,Abbé Groult - Convention,48.83596927866069,2.302064039509349
619,15040,36.0,Saint-Amand - Labrouste,48.834097274832295,2.3087677359581
620,15041,34.0,Franquet - Labrouste,48.83287705011431,2.306762784719467
621,15042,16.0,Henry Farman,48.83372430280548,2.271385453641414
622,15043,11.0,Brancion - Lefebvre,48.82900222785569,2.301431038163409
623,15044,33.0,Dantzig - Lefebvre,48.83013921586756,2.295934036374092
624,15045,35.0,Porte de la Plaine,48.82805169605981,2.2924277186393742
625,15046,29.0,Parc Georges Brassens - Brancion,48.83227829269761,2.3022570088505745
626,15047,52.0,Morillons - Dantzig,48.83310149953933,2.299380004405976
627,15050,22.0,Dominique Pado - Croix Nivert,48.83648798164934,2.289725057780742
628,15052,62.0,Convention - Vaugirard,48.837676822332,2.2955869260203
629,15053,46.0,Lecourbe - Convention,48.83923319241899,2.2915197908878326
630,15054,19.0,Lecourbe - Jean Maridor,48.83796366147599,2.2877392172813416
631,15055,54.0,Vasco de Gama,48.83671783466264,2.283664085650799
632,15056,44.0,Place Balard,48.836395736424,2.2784192115068
633,15057,39.0,Lucien Bossoutrot - Général Martial Vallin,48.836956046311,2.2741072252393
634,15058,68.0,Place du Moulin de Javel,48.84021670922,2.2716060653329
635,15059,65.0,Parc André Citroën,48.840639944297,2.2780618071556
636,15060,21.0,Place de la Montagne du Goulet,48.8443415,2.2773844
637,15061,22.0,Square Desnouettes,48.83476837934194,2.284142297394666
638,15062,36.0,Convention - Lourmel,48.842055041656,2.2859910875559
639,15063,23.0,Convention - Saint-Charles,48.843156111116,2.2831090539694
640,15064,45.0,Javel - André Citroën,48.846276485475,2.2786368057132
641,15067,12.0,Desaix - Edgar Faure,48.852804604940296,2.293077029857222
642,15068,16.0,Général Martial Valin - Pont du Garigliano,48.83823094269141,2.270506024360657
643,15069,44.0,Félix Faure - Convention,48.841249336041,2.2883866008495
644,15070,36.0,Balard - Montagne de la Fage,48.838507403334,2.2782871127129
645,15071,23.0,Suffren - Champ de Mars,48.8547194,2.2952168
646,15072,33.0,Place Fernand Forest,48.849269143836,2.281863167882
647,15103,51.0,Cauchy - Cévennes,48.843372571022,2.2751328349113
648,15104,78.0,Hôpital Européen Georges Pompidou,48.837695319163,2.2753742337227
649,15105,25.0,Fédération - Suffren,48.852828153442,2.2978776320815
650,15106,35.0,Grenelle - Violet,48.84993035512154,2.294612042605877
651,15107,22.0,Palais des Sports,48.833468517426,2.2858720645308
652,15108,36.0,Lourmel - Marie Skobtsov,48.844974,2.287283
653,15109,29.0,Cevennes - Bergers,48.84240765130395,2.281037718057633
654,15110,24.0,Place Robert Guillemard,48.836191728066666,2.2811267160086417
655,15111,25.0,Olivier de Serres - Leriche,48.83460221715206,2.2957482933998112
656,15112,24.0,Vigée-Lebrun - Anselme Payen,48.838683941628375,2.3110422492027287
657,15113,25.0,Arsonval - Falguière,48.84040040365445,2.313117867297474
658,15114,33.0,Pasteur - Cotentin,48.8389284,2.316356
659,15120,29.0,Colonel Pierre Avia,48.8296843300915,2.275342586850291
660,15122,41.0,Place Charles Vallin,48.835523812041,2.3025986552238
661,15123,44.0,Commerce - Letellier,48.84797660373612,2.2966245196598805
662,15125,52.0,Parc Suzanne Lenglen,48.833250690537874,2.2765403240919118
663,15127,37.0,Place Charles Michels,48.846401,2.28502
664,15128,37.0,Cadix - Hameau,48.8340107632249,2.289516180753708
665,15129,40.0,Hôpital Necker,48.84604349011845,2.313245013356209
666,15131,48.0,Charles Lecocq - Lecourbe,48.84044,2.294867
667,15132,21.0,Bargue -  Dutot,48.837884,2.308876
668,15133,27.0,Saint Lambert - Blomet,48.83659148147257,2.293055690824985
669,15201,38.0,Place Amédée Gordini - Lefebvre,48.83061737745,2.2920634208276
670,15202,30.0,Bracion - Périphérique,48.826103771275,2.3004549373748
671,15203,28.0,Porte de Versailles,48.832324016657,2.2875617349045
672,15204,24.0,Square Bela Bartok,48.850984480382,2.2844360220351
673,15311,30.0,Quai du Président Roosevelt - Pont Aval,48.834388367639,2.2656820714474
674,16002,39.0,Pergolèse - Malakoff,48.87521088779225,2.284278161823749
675,16003,29.0,André Maurois - Joseph et Marie Hackin,48.8778983,2.2789591
676,16005,25.0,Raymond Poincaré - Place Victor Hugo,48.87030612437,2.2850745414202
677,16006,18.0,Lauriston - Copernic,48.86926,2.289918
678,16007,10.0,Longchamp - Place d'Iéna,48.864917233434,2.2926748171449
679,16008,32.0,Galilée - Kléber,48.867411865714,2.2907813801148
680,16009,17.0,Saint-Didier - Raymond Poincaré,48.86642312020962,2.285863497192411
681,16010,23.0,Belles Feuilles - Place de Mexico,48.865804746474,2.2829206287861
682,16011,41.0,Victor Hugo - La Pompe,48.86795222470859,2.28146318346262
683,16012,42.0,Flandrin - Longchamp,48.86877849178477,2.274354539176829
684,16013,35.0,Mairie du 16ème,48.863936848472,2.2765953093767166
685,16014,23.0,Eylau - Trocadéro,48.863354122371,2.2864209115505
686,16015,15.0,Bassano -  Iéna,48.86814451048208,2.296149600985935
687,16017,16.0,Siam - La Pompe,48.861720329027264,2.275346568555312
688,16018,18.0,Flandrin - Henri Martin,48.8643275,2.2724174
689,16019,36.0,Porte de la Muette,48.86302317841182,2.2687188170157406
690,16020,36.0,Place de la Porte de Passy,48.8573410954708,2.2644165538827115
691,16021,23.0,François Ponsard - La Muette,48.8583666,2.2744515
692,16022,19.0,Jean Bologne - Passy,48.85756688978447,2.280027395306772
693,16023,33.0,Passy - Place du Costa Rica,48.8584893,2.2839655
694,16024,22.0,Ranelagh - Maison de la Radio,48.85293603169479,2.280449643731117
695,16025,68.0,Jean de la Fontaine - Boulainvilliers,48.85264791461651,2.27586641907692
696,16026,23.0,Ranelagh - Mozart,48.8554439,2.2704418
697,16027,62.0,Mozart - Jasmin,48.85286124871689,2.268483570651513
698,16029,47.0,Maison de Radio - France,48.85132886434057,2.277785539627075
699,16030,55.0,Place de Barcelone - Mirabeau,48.847623027364,2.2735664248466
700,16031,21.0,Vignes - Boulainvilliers,48.8563994839505,2.275240458548069
701,16032,21.0,Eglise d'Auteuil,48.84749841771691,2.26848387135299
702,16033,33.0,Marché d'Auteuil,48.84842761367387,2.265253821160005
703,16034,33.0,Porte d'Auteuil,48.8479394142243,2.2608396783471107
704,16036,60.0,Porte Molitor,48.84524763511433,2.2569015249609947
705,16039,49.0,Exelmans - Versailles,48.84097491091973,2.264390252530575
706,16040,33.0,Exelmans - Michel-Ange,48.84309486651855,2.2597770800669053
707,16041,46.0,Versailles - Claude Terrasse,48.840219338074,2.263834191153
708,16042,38.0,Murat - Porte de Saint-Cloud,48.83750862621299,2.2577651962637906
709,16043,14.0,Place de Passy,48.85780291711202,2.277500546942199
710,16044,32.0,Porte de Saint Cloud - Parc des Princes,48.838662757066,2.2525164484978
711,16101,28.0,Malakoff - Place de la Porte Maillot,48.876733496638,2.2834577411413
712,16102,27.0,Pergolèse - Marbeau,48.873568706869,2.2815125225299
713,16103,22.0,Traktir - Foch,48.872755334614,2.2915497802487
714,16104,17.0,Paul Valery - Victor Hugo,48.87137406080164,2.288712859153748
715,16105,31.0,Crevaux - Bugeaud,48.87080942867,2.2811490076919
716,16107,35.0,Benjamin Godard - Victor Hugo,48.865983,2.275725
717,16108,38.0,Sablons - Georges Mandel,48.863875,2.28189
718,16110,21.0,Octave Feuillet - Albéric Magnard,48.86106902949534,2.2730283066630363
719,16111,32.0,Faustin Hélie - Desbordes-Valmore,48.859403,2.276522
720,16112,37.0,Chernoviz - Raynouard,48.8569864146289,2.282173218142987
721,16115,42.0,Raffet - Montmorency,48.85258670812,2.262925245615196
722,16116,29.0,George Sand - Jean de La Fontaine,48.84986918764119,2.268257387525699
723,16118,26.0,Michel-Ange - Parent de Rosan,48.84057992369012,2.2584119439125065
724,16121,33.0,Jardin d'Acclimatation,48.87877224251047,2.270772233605385
725,16122,50.0,Route de la Muette - Porte de Neuilly,48.8798926,2.2587671
726,16123,26.0,Mahatma Gandhi,48.876356,2.264205
727,16124,66.0,Route de Sèvres - Porte de Bagatelle,48.87525984132485,2.249415814876557
728,16129,42.0,Ceinture du Lac Inferieure - Saint-Cloud,48.86218070933143,2.2617871686816216
729,16136,30.0,Théophile Gautier - François Millet,48.85034821320644,2.273029983043671
730,16138,30.0,Saint-Cloud - Hippodrome,48.85772148887421,2.2549109905958176
731,16139,30.0,Suresnes - Muette à Neuilly,48.868570404348,2.266000919044
732,16140,30.0,Hippodrome de Longchamp,48.86413226532,2.239905372262
733,16201,65.0,Porte Dauphine,48.871139344351,2.2749781616017
734,16202,30.0,Commandant Schloesing - Pétrarque,48.861773096259,2.2838841134601
735,17001,53.0,Guy Môquet - Saint-Ouen,48.892777719023975,2.3270335793495183
736,17003,45.0,Jacques Kellner - Saint-Ouen,48.895809485802886,2.327897409164145
737,17004,40.0,Legendre - Clichy,48.88896161855884,2.322528975094376
738,17005,51.0,Brochant - Clichy,48.89032998912038,2.319730559929781
739,17006,35.0,Guy Môquet - Compoint,48.89213559044868,2.32321947813034
740,17007,54.0,Navier - Epinettes,48.89587780769155,2.3226776719093327
741,17008,23.0,Porte Pouchet-Bessières,48.8978765,2.3230632
742,17010,54.0,Jonquière - Docteur Paul Brousse,48.89479981668399,2.318705212173216
